"poor_or_fair_health","poor_physical_health_days","poor_mental_health_days","hiv_prevalence","frequent_mental_distress","premature_death","mental_health_providers","GEOID"
0.25,4.97827369500457,6.45416095272912,142.2,0.221,18377.0779054106,0.00109537474158413,"01127"
0.251,5.10491874546701,6.38145393384104,171.1,0.219,12864.0899116324,0.00033009836931405,"01129"
0.339,5.74279118262561,6.72263390657627,271.5,0.236,19438.6781481235,9.57304231284702e-05,"01131"
0.214,5.06547029490385,6.49325450755562,73.4,0.192,12030.8600711008,0.00021139861322509,"01133"
0.198,4.35458925037892,4.24638329849269,NA,0.133,4200.33674713217,0.00088287227781047,"02013"
0.174,3.9528925378319,4.31172604378379,NA,0.135,5785.39744421874,0.00177900770903341,"02016"
0.137,3.8809930126188,4.88019307868097,NA,0.148,9853.06387459593,0.0067367529614294,"02020"
0.299,6.53684337970074,6.4887790022368,NA,0.223,18066.4712443567,0.027536778574123,"02050"
0.165,4.22241042020378,5.0324000634506,NA,0.172,16587.5242308865,0,"02060"
0.136,3.92591345650056,4.88698950191194,NA,0.149,NA,NA,"02063"
0.166,4.35801400075607,5.14200493592624,NA,0.167,NA,NA,"02066"
0.138,3.80626467631532,5.01102929964504,NA,0.148,NA,NA,"02068"
0.256,5.83518612810858,6.39391416731002,NA,0.205,20903.7350262132,0.00901089689857502,"02070"
0.138,4.19126609654731,5.18424211801777,NA,0.157,8712.74230804743,0.00766792547571475,"02090"
0.141,3.87220197904942,4.89875164405288,NA,0.159,10534.5291973449,0.00338000965717045,"02100"
0.194,4.73118613969947,5.4332409303505,NA,0.183,9451.79126505278,0.00214408233276158,"02105"
0.127,3.85653014956529,5.21637670180985,NA,0.153,7261.62955601857,0.00944546961498765,"02110"
0.156,4.61419851165575,5.13648569393842,NA,0.155,8874.48599979596,0.00351364465340405,"02122"
0.147,4.23310096033183,4.86456610093881,NA,0.159,9819.42764166512,0.0146139304929475,"02130"
0.16,3.94300301882269,4.47278542784723,NA,0.155,8975.64603063097,0.00422303902400876,"02150"
0.368,7.53236136668205,7.20179849768583,NA,0.248,24556.3392600395,0.00107655502392344,"02158"
0.221,5.43875733294975,5.86673935293016,NA,0.195,20072.7853213798,0.00211864406779661,"02164"
0.186,4.73969380495761,5.3541177236384,NA,0.182,8750.07953019421,0.00292719946515368,"02170"
0.288,5.53325921647837,6.17401152280717,NA,0.227,18090.4915425934,0.0103395843892549,"02180"
0.194,4.48960105693893,4.89897679962537,NA,0.172,9617.43499434151,0.00100255195041925,"02185"
0.267,6.08280324982291,6.50217072935235,NA,0.215,19917.5030438021,0.0101851851851852,"02188"
