"poor_or_fair_health","poor_physical_health_days","poor_mental_health_days","hiv_prevalence","frequent_mental_distress","premature_death","mental_health_providers","GEOID"
0.166,4.0973609418153,5.55545020997435,54.5,0.186,9795.02583595172,0.00103126611353302,"17083"
0.145,4.07886194928269,5.38969417518886,67.8,0.163,6364.36419371383,0.0010027804366653,"17085"
0.19,4.58425273596512,5.45688015348023,219.2,0.17,9590.6166679028,0.00854192973334324,"17087"
0.16,3.8638339637708,4.96314749263206,86.7,0.148,6046.1993742701,0.00336702948866149,"17089"
0.191,4.54589119618158,5.4442820383488,168.5,0.178,10618.202384981,0.00182925113272859,"17091"
0.139,3.66074680029713,4.86881171206609,60.5,0.147,4542.99168504966,0.00121601281262281,"17093"
0.208,4.60131832772645,5.67930798760756,208.6,0.193,9889.17191682691,0.00182674352520906,"17095"
0.169,3.56112683079205,4.64446711917765,151.6,0.157,5609.86766020906,0.00330409327947427,"17097"
0.178,4.35622708149994,5.46416133301904,83.2,0.18,8942.6861728431,0.00109209379158445,"17099"
0.222,4.72235684440309,5.64559649330006,53.9,0.19,9520.84110703733,0.00382787750791975,"17101"
0.187,4.32743640701026,5.39206833573163,92.2,0.184,7353.89015813725,0.00719551234984875,"17103"
0.183,4.33272196715425,5.36993049283067,139.4,0.186,9425.16861916828,0.00201884253028264,"17105"
0.182,4.27096829627416,5.37622672987776,184.1,0.186,7077.95756655902,0.0010717347813661,"17107"
0.2,4.61951358214558,5.71767201901951,106.3,0.19,7860.00884442812,0.00223646936036976,"17109"
0.15,3.59331129940933,4.58797976077953,63.5,0.163,5730.35293750844,0.00241705826010375,"17111"
0.16,3.80763450945809,5.10390301125776,145.2,0.17,6618.46760352006,0.00314239067464846,"17113"
0.186,4.44310342726323,5.5404546214092,198.1,0.189,10948.5343368293,0.00166940018744142,"17115"
0.183,4.47532715476362,5.74665821334134,99.9,0.19,9297.85589943014,0.00072062333918839,"17117"
0.154,4.34094189429016,5.46226473954734,94.5,0.173,9158.961608084,0.00215887179099399,"17119"
0.197,4.6589220512014,5.83798182159594,45.4,0.2,12320.4203786657,0.00401176785236694,"17121"
0.189,4.41431925402724,5.61390057853449,79.8,0.193,8393.22640422618,8.574123295893e-05,"17123"
0.168,4.48152717035012,5.64503434144099,NA,0.173,10740.0337813487,0.00031053489635897,"17125"
0.193,4.84087181454209,5.86489553527051,NA,0.183,11124.1787659661,0.00351002865329513,"17127"
0.162,4.09466026542817,5.42865548185296,106.2,0.186,6370.62520099723,0.00041104899704044,"17129"
0.166,4.3815513821277,5.6469205082135,59.9,0.176,7042.02445614117,0.00025670645616737,"17131"
0.123,3.58621090113883,5.04196232784298,43.6,0.154,5616.5351035832,0.00157448757586167,"17133"
0.192,4.45786027494868,5.59346253969591,170,0.179,11025.1300000301,0.00081897165645919,"17135"
0.184,4.54079883666274,5.54975977568358,89.4,0.184,8190.32969475751,0.00125743728148194,"17137"
0.171,4.42767113182879,5.70715887482386,NA,0.189,8829.94842638193,0.00192970365265334,"17139"
0.196,4.17330609270247,5.42726932857393,52.6,0.188,7241.40524231243,0.00169099496588855,"17141"
0.181,4.22846377591549,5.29074033625908,265.4,0.18,10362.3461837093,0.00274198582192697,"17143"
0.229,4.80337023451001,5.61802338969167,167.4,0.192,9279.19092883432,0.00223969502025256,"17145"
0.138,3.86236336260119,5.21565327514575,42.3,0.161,6493.18105680042,0.00083567122306452,"17147"
0.182,4.55726618795515,5.68419036038433,NA,0.186,9047.11896986558,0.00088931454371323,"17149"
0.18,4.66037408030501,5.77306483277082,NA,0.184,12543.0733428921,0.00052924053982535,"17151"
0.239,5.11663923073462,5.94520773006173,278.9,0.202,12462.6214490136,0.00039486673247778,"17153"
0.153,3.98846506324889,5.26382636139799,0,0.171,7767.78229215163,NA,"17155"
0.188,4.54986616320307,5.64763849867469,100.5,0.18,8769.41860859249,0.0012275230575277,"17157"
0.167,4.46268953087793,5.57108056459563,NA,0.18,10994.4560853351,0.00468473031147126,"17159"
0.165,4.49170140890951,5.15234341628712,193.5,0.167,8428.77525088318,0.00263804239061221,"17161"
0.176,4.10516351411537,5.37427107162366,353.3,0.172,11441.5378926499,0.00158165748284902,"17163"
0.2,4.79906325469122,5.91398059865994,25.3,0.204,11840.5189092537,0.00248713550600343,"17165"
0.166,4.05779605798307,5.18735065239255,210.7,0.179,8879.84177114971,0.00277301344397999,"17167"
0.185,4.57528959429051,5.54509808098593,NA,0.181,11014.8675463578,0.00131521262604121,"17169"
0.146,4.27226374514568,5.49997209774493,0,0.17,9555.10082899785,NA,"17171"
0.194,4.32163345857661,5.55904126978663,NA,0.198,7898.32414213161,0.00043292125643369,"17173"
0.175,4.35674589311249,5.54673750464909,0,0.186,9474.07188115025,NA,"17175"
0.186,4.35481734300701,5.57376051360836,123.5,0.189,9373.19169317444,0.00233979237182254,"17177"
0.155,4.24107892694402,5.46304974206719,78.6,0.173,7935.8512404449,0.00217769700873379,"17179"
0.179,4.70016921399921,5.74035602926202,48.7,0.183,10017.6070271801,0.00212728239673817,"17181"
0.211,4.66036880327552,5.69202977819561,211.2,0.195,12430.3850062768,0.00370750393323757,"17183"
0.191,4.51612980964116,5.58912102459411,NA,0.189,8398.35397733209,0.00312444206391716,"17185"
0.196,4.50684557535201,5.52144756131114,NA,0.186,8040.83456059447,0.00024196963281108,"17187"
0.157,4.09220314413238,5.46671420115081,NA,0.176,8640.68411309525,0.00161113145367997,"17189"
0.176,4.73543921414235,5.84457646169968,37.3,0.184,9934.85329190797,0.00137818705757063,"17191"
0.218,4.78644379400709,5.91442597813803,NA,0.204,10323.7701805434,0.00130586186883343,"17193"
0.171,4.351993077971,5.53984806194258,NA,0.177,9513.21037048025,0.00164542084802459,"17195"
0.15,3.61620184210821,4.82528072567094,117.2,0.156,6358.27170600847,0.00163068732682015,"17197"
0.18,4.32780396353038,5.50327432962481,128.5,0.188,9023.31722708004,0.00385771318351052,"17199"
0.222,4.55497107924769,5.49981934363178,131.3,0.192,11175.6176563165,0.00217576354818998,"17201"
0.168,3.7874572796901,5.00825653208997,56.3,0.177,5802.59083045224,0.00036625245258338,"17203"
0.241,4.88490842831723,5.90589341594534,28.6,0.21,8648.22215969543,0.00044492644809654,"18001"
0.185,4.26731162491384,5.54624247362854,193.4,0.18,9524.10424334838,0.00218986742424242,"18003"
0.168,4.17422103008073,5.17093878426281,93.8,0.168,9280.73507529063,0.00177023340406184,"18005"
0.22,4.89894235171574,6.1169146791148,124.1,0.2,10601.8398677838,0.00034427358274041,"18007"
0.212,4.98383569100189,6.16174268637149,NA,0.197,13646.6086234014,0.00033082458026631,"18009"
0.148,3.37285174570318,4.82210949831663,93.2,0.171,6188.60047130802,0.00134151015714833,"18011"
0.166,4.13157886330553,5.62141110294495,137.3,0.186,9646.2405549702,0.00090020576131687,"18013"
0.177,4.28513001244386,5.40601901398374,45.8,0.191,7472.87282966205,0.00078262570925454,"18015"
0.214,4.75274435339029,5.59163407045288,126.4,0.19,9871.07052754062,0.00252908447142135,"18017"
0.19,4.14917845303257,5.84175818655111,267.1,0.191,11782.8777609398,0.00230572438853493,"18019"
0.193,4.45557042932198,6.04682311076807,90.3,0.2,9097.07850102347,0.00045437334343051,"18021"
0.189,4.55967566998419,5.78513156388175,100.4,0.175,9708.83060506769,0.00042340843792529,"18023"
0.229,5.21184441701977,6.31142227486323,77.5,0.212,11674.8362900065,0.00047555640098915,"18025"
0.223,4.83264402757809,5.94781283822234,106,0.205,7723.64059689775,0.00089828427703087,"18027"
0.146,4.16035217249779,5.50545932759392,48.2,0.166,8670.88733946428,0.00139719773299748,"18029"
0.165,4.31948122627692,5.80635778636609,90.7,0.184,10090.8472368568,0.00034194528875379,"18031"
0.16,4.40598103130227,6.058662460428,57.7,0.183,8444.66208384362,0.0006230817160132,"18033"
0.218,4.97370334273473,6.60735870409795,136.7,0.215,12614.9577936049,0.00314648121497081,"18035"
0.183,4.06967954407342,5.34477029859927,63.5,0.189,6416.48496466153,0.00133183310753404,"18037"
0.206,4.64033576494273,5.62802186710785,131.7,0.184,8847.35365591988,0.00164313916905486,"18039"
0.245,4.84646345835528,5.97833141694094,80.7,0.214,15442.4088796113,0.00098458904109589,"18041"
0.181,4.14942248721539,5.66771017694162,195.1,0.187,9964.08860900749,0.00157854177542447,"18043"
0.176,4.63196247815892,6.05178840678558,35.5,0.192,10687.4985997569,0.00079138004504778,"18045"
0.159,4.30670210107034,5.90507691728639,36,0.176,8834.81854131922,0.00035023202871902,"18047"
0.203,4.619485363387,5.92303847092732,82.3,0.197,11507.63000271,0.00093201216521142,"18049"
0.21,4.43157146589605,5.85349721247849,72.6,0.209,7823.87649206362,0.0003644757623618,"18051"
0.207,4.90379940568058,6.07187764866173,137,0.201,14895.2268065752,0.00283717911956899,"18053"
0.205,4.80768460483387,5.9773705809948,98.5,0.207,10312.1286223033,0.00071461053725719,"18055"
0.11,3.05341686602445,4.75260145819696,98.9,0.136,4761.24201655435,0.00172718351324828,"18057"
0.156,3.8138610715206,5.41418450852516,94.3,0.183,7433.74788876925,0.00107593930724181,"18059"
0.171,4.226913388978,5.82339643539098,76.9,0.185,12001.1800757548,0.00032695354744599,"18061"
0.15,3.55223525090772,4.97287388152084,141.6,0.17,6172.24604752613,0.00121546653285384,"18063"
0.208,4.69822183248562,6.09478614793093,140.3,0.201,10369.2051140022,0.00100132829263308,"18065"
0.192,4.48176397372121,5.86288036480318,195.1,0.196,12108.599388315,0.00216282098772808,"18067"
0.172,4.43119369169545,6.05425438519925,89.6,0.179,9432.23478723938,0.00103494294196149,"18069"
0.218,4.44901963817937,5.68444357172823,167.4,0.203,9171.5451653362,0.00084659300583932,"18071"
0.168,4.24252900225951,5.77874123662811,96,0.182,9160.89796190092,0.00051373485237677,"18073"
0.223,4.94913943850105,6.50875521384101,90.7,0.206,12021.1700590708,0.0008889766890557,"18075"
0.203,4.35403988154715,5.75751552356548,165.5,0.201,10875.4025435782,0.00123713828792131,"18077"
0.192,4.5917407531711,5.97880025142694,52.1,0.2,12252.2615255635,0.00105804662702032,"18079"
0.167,4.05468302456859,5.19612097791596,126.9,0.174,8086.45462606402,0.0010773107402403,"18081"
0.183,4.6957238126921,6.11904861906524,95.2,0.178,10555.7473707398,0.00211369451551897,"18083"
0.172,4.2024031095455,5.602014354524,56.1,0.176,9156.2157708964,0.00188500237185729,"18085"
0.226,4.77300669197903,6.19625044641544,53.5,0.207,6290.46438256061,0.000542888165038,"18087"
0.196,4.53464108385451,5.88609804202614,272.9,0.173,10981.1694656279,0.00206796400819965,"18089"
0.203,4.74097259519933,5.99361963394418,224,0.192,11091.4800992395,0.00110330100542753,"18091"
0.203,4.64118010325519,6.1481601153379,95.7,0.199,10599.8050545037,0.0008875083203905,"18093"
0.211,4.39230289231119,5.98377640747171,192.3,0.194,11656.0905374562,0.00143750669052316,"18095"
0.217,4.32609934937353,5.67244825183341,642.3,0.182,12609.6481216572,0.00343630226279011,"18097"
0.187,4.35632269833316,5.63942732064716,49.2,0.189,9236.63833824096,0.00123587953426855,"18099"
0.22,4.44651343543746,5.87367827688651,96.4,0.209,10011.135977381,0.00010224948875255,"18101"
0.206,4.60752867677826,5.6198180536064,104.7,0.198,10509.102116373,0.00063745461600288,"18103"
0.164,4.27319647016855,5.83084325119802,188.8,0.177,8007.85983529257,0.00324575513851653,"18105"
0.198,4.53914363477995,6.11764449354849,108.5,0.195,9100.30112065439,0.00115597824659118,"18107"
0.189,4.42826710786995,5.52527036847732,97.4,0.195,8539.0289938824,0.00074786028861867,"18109"
0.197,4.57214748261982,5.86058507524407,67.5,0.199,10914.0549646209,7.24217844727694e-05,"18111"
0.182,4.32053181786366,5.91699806925517,66.2,0.18,8646.98030757012,0.00103754208397739,"18113"
0.172,4.27249780371501,5.71279053501482,NA,0.184,6928.00265692335,NA,"18115"
0.187,4.80540929461639,6.051750767876,108.7,0.202,9621.46872141882,0.00060514372163388,"18117"
0.209,4.66844525842718,5.9628829256156,81.2,0.2,12176.1315819997,0.00102583232304392,"18119"
0.2,4.94826953994843,6.51442446129498,137.9,0.203,7682.30567037122,0.00060949594685195,"18121"
0.184,4.47305140136852,5.80480636829704,115.4,0.178,6978.62257087547,0.00067301718782356,"18123"
0.193,4.40511032300774,5.74325230406707,48.7,0.196,10057.3787186585,0.00032938076416337,"18125"
0.168,3.96393070615753,5.28966039528458,123.1,0.178,7441.30870958371,0.00204886279506207,"18127"
0.147,4.00403969923306,5.39941320630497,51.5,0.173,7520.59807712353,0.00011944577161968,"18129"
0.197,4.63680138381365,5.92448123153499,NA,0.201,13374.841724625,0.00048626306831996,"18131"
0.179,4.24950962592117,5.59356409092245,158.5,0.186,8445.94489193271,0.00097352551448119,"18133"
0.206,4.68008592121542,5.94323265424121,101.9,0.204,11074.6165774584,0.0004510599909788,"18135"
0.179,4.35234720924958,5.6731668848677,57.6,0.194,9689.92724357597,0.00065334754650802,"18137"
0.181,4.72307342806798,6.18238967280198,42.5,0.196,9853.81930083602,0.00095969289827255,"18139"
0.187,4.3670652657435,5.49512572625337,263.6,0.178,9845.79423489029,0.00259356677883414,"18141"
0.236,4.96940709042758,6.21610951508806,667.2,0.208,15830.642695165,0.00061588996099363,"18143"
0.204,4.57602617218203,5.71832793285137,99.8,0.196,9558.79001578079,0.00108794600235352,"18145"
0.162,4.18452695532069,5.61005896709236,NA,0.186,9000.95198780321,0.00040408122032528,"18147"
0.191,5.01439643684897,6.35102033614821,96.7,0.197,12709.5747140482,0.00042786239945233,"18149"
0.149,4.1932432617404,5.37518792307552,76.7,0.167,8642.35107348013,0.00075075075075075,"18151"
0.202,4.67680833399,5.92383370518658,94.4,0.197,9726.80772058921,0.00043356778109644,"18153"
0.193,4.85119978742697,6.03786281425878,71.6,0.196,12879.9041268679,0.00040858018386108,"18155"
0.187,4.52013858827302,5.87352629309412,140.2,0.177,7580.96411367278,0.0017265710192649,"18157"
0.162,4.23078058711694,5.68518830045952,45.6,0.176,8921.81825147976,0.00058548009367681,"18159"
0.189,4.31347977890771,5.89565820038701,NA,0.199,9986.42837704543,0.00014190435646374,"18161"
0.176,4.38203539118888,6.05522842475551,223,0.185,10888.4755317762,0.00240017334585276,"18163"
0.209,4.69386509856301,6.07625613846854,60.8,0.21,10157.2045354527,0.00110814158138322,"18165"
0.2,4.65485403174348,6.06599976276679,242.3,0.197,10892.0308748574,0.00175481631035719,"18167"
0.18,4.48548550839584,5.79122541088618,49.2,0.184,10985.4443248754,0.00275830737279335,"18169"
0.18,4.27555526464602,5.75264120885055,NA,0.194,7304.72927492936,NA,"18171"
0.138,3.67709046482514,5.05640594791101,76.3,0.162,7349.85144752122,0.00071302352977648,"18173"
0.193,4.80203812362258,6.46144485740121,100.7,0.198,13005.0439205387,0.00049818518254928,"18175"
0.211,4.7412843223871,5.79081946382919,143.1,0.207,12655.9596803579,0.00478512098230408,"18177"
0.183,4.12389834229104,5.8471168007223,55.5,0.197,7314.19200127582,0.00067383054934922,"18179"
0.192,4.36735685393677,5.70180136223279,82.3,0.194,9851.28454798585,0.00048679566751855,"18181"
0.163,4.14689508429641,5.65098061337563,75.5,0.188,7297.83883493363,0.00107464420563462,"18183"
0.152,3.78338226024189,4.96247085181188,NA,0.161,7150.58546638852,NA,"19001"
0.153,3.69852036179822,4.84265548184432,0,0.166,6725.4717757532,0.00027464982147761,"19003"
0.156,3.69149682569196,4.64683109872592,NA,0.163,6990.35300864342,0.00028723251472066,"19005"
0.178,4.41212148525542,5.10161244128361,48.6,0.165,8750.79649307762,0.00122379048706861,"19007"
0.17,3.87391751432091,5.22309589990137,105.4,0.174,5135.98313550669,NA,"19009"
0.156,3.70210047923498,4.79972591382639,60.1,0.162,6615.01939152616,0.00038924136857265,"19011"
0.175,3.8685758692516,4.93432960154116,119.9,0.164,7992.65640522946,0.00223214285714286,"19013"
0.139,3.51681881078736,4.80152223498109,78.4,0.162,6965.74956152864,0.00063615612019608,"19015"
0.142,3.33467753723826,4.60202615859621,28.1,0.154,6008.5681412387,0.001674574379012,"19017"
0.135,3.4585319851621,4.85531045779341,52.6,0.149,5283.63983553355,0.00140388246115118,"19019"
0.184,3.65888291681421,4.51974836056802,101.5,0.149,6217.95797343477,0.00062587261085166,"19021"
0.144,3.74198346038308,4.81231530665329,57.7,0.15,5242.58944294814,0.000418643594753,"19023"
0.152,3.6808922936186,4.86799685122134,NA,0.15,7618.84209018089,0.00010085728693898,"19025"
0.155,3.66914593146399,5.18944704065847,105.1,0.166,6827.97795604828,0.0011598685482312,"19027"
0.186,4.08381319595228,5.25953085022835,63,0.18,7565.49716583192,0.00398467432950192,"19029"
0.139,3.49404859586999,4.97827387908968,76,0.159,6018.63024276574,0.00048886474741988,"19031"
0.159,3.81651551355108,4.9612094175503,90.9,0.155,9467.71702078456,0.00311431648948625,"19033"
0.16,3.82382720091891,5.13452673538957,NA,0.161,7019.82478916175,0.00139094149352343,"19035"
0.146,3.54425884411517,4.78616786553517,NA,0.157,6658.63964549722,0.00050475309161268,"19037"
0.204,4.43681693225688,5.23153084886291,87.5,0.174,8721.24496235057,0.000408788962698,"19039"
0.148,3.77655851805546,4.89165774316906,57.6,0.158,7924.24505442703,0.00389294403892944,"19041"
0.155,3.90888980345865,5.04924055235696,62.1,0.161,6441.89584077825,0.00017649135192375,"19043"
0.165,3.98794428007937,5.11701362363494,115.3,0.172,8790.03839697459,0.00172180014204851,"19045"
0.202,4.29981213975844,5.05360065611522,75.2,0.158,6563.41140000174,0.00067930587290804,"19047"
0.109,2.77612647723809,4.18316379422175,82.1,0.129,4244.08705540898,0.00037573702262129,"19049"
0.175,4.1066790653492,5.05324092378558,0,0.166,8767.84511220083,0.00010943313635368,"19051"
0.17,3.98679431399383,5.04297913624635,123.8,0.17,9257.67593822807,0.00261130695913305,"19053"
0.136,3.52454974400551,5.02179107887748,54.2,0.154,6094.0692392666,0.00114220445459737,"19055"
0.16,3.97701877462146,5.11154474452337,126.5,0.163,9423.87394621433,0.00231222883271414,"19057"
0.155,3.19901758205033,4.4018807704137,51,0.161,4871.64454411667,0.00100834687132374,"19059"
0.167,3.51554706195445,4.56620159390216,90.2,0.17,6844.19829991149,0.00181324581130088,"19061"
0.164,3.97221866973784,4.99074631314131,NA,0.155,7704.57703641399,0.00268211565282695,"19063"
0.183,4.28827652488083,5.23432000804368,91.2,0.174,8297.8769673731,0.00067504413750129,"19065"
0.156,3.59920611953221,4.8587168970832,70,0.164,8140.49549700717,0.00025952118341659,"19067"
0.18,3.99615547043354,4.95926525498967,NA,0.164,9806.47244887606,0.00020096463022508,"19069"
0.132,3.73493588197326,4.93813935305255,NA,0.157,9006.59254565712,0.00030455306837216,"19071"
0.159,4.00063159919229,5.09417639214167,81.4,0.162,9201.44677232701,0.00091774693128369,"19073"
0.133,3.30857032530682,4.54669975516429,NA,0.15,5156.2641013264,0.00040495666963634,"19075"
0.145,3.57035021679168,4.85204553795776,NA,0.163,6483.00872179409,0.0001892684773351,"19077"
0.145,3.57219487594554,4.89837620987066,64.4,0.148,7953.97413311895,0.00053738160811446,"19079"
0.159,3.74847239135607,4.94010591963683,NA,0.162,6875.82498598218,0.00018756447528838,"19081"
0.17,3.77356900482957,5.05963574228164,62.1,0.172,7029.09322108195,0.00047881254488867,"19083"
0.176,3.68114751559033,4.52537927782039,73.2,0.176,6754.61797945981,0.00040902583679869,"19085"
0.171,3.77328982554552,4.71815457188516,75.1,0.166,6887.88900305389,0.00103006818070339,"19087"
0.158,3.76592591374865,5.00453193375482,76.3,0.154,6254.68528085481,0.00052753745515931,"19089"
0.163,4.02367583575405,5.11002302079998,NA,0.167,7220.4561037419,0.00031139713514635,"19091"
0.147,3.72500942031382,4.89352850917048,NA,0.151,6456.36284508707,0.00014376078205865,"19093"
0.138,3.62994169413362,4.95807827967898,50.6,0.142,6416.53516260181,0.00096571704490584,"19095"
0.163,3.93824642290109,5.02532834227053,61,0.163,6844.13917632342,0.00108426270136307,"19097"
0.138,3.78725748168866,4.69915696908559,118.2,0.155,7111.95184747431,0.00116513081241394,"19099"
0.17,3.68231537529413,4.62856555967049,65,0.152,9327.03597551056,0.0019173004409791,"19101"
0.134,3.47839170461797,5.16746242481903,156.1,0.139,4820.88718786702,0.00432315764985654,"19103"
0.146,3.61767365214827,4.7216033233144,122.4,0.154,5992.84883006697,0.00091324200913242,"19105"
0.162,4.01280626399138,5.04898493387135,NA,0.164,8348.85850347731,NA,"19107"
0.161,3.86827158765637,5.05854603065072,NA,0.165,7363.981074623,0.00048179503062839,"19109"
0.177,3.89801462825062,5.20062107064882,57.3,0.166,9251.04693386902,0.00090320638265843,"19111"
0.139,3.58335089485093,5.14883312497452,155.2,0.155,7000.91637885735,0.00263825735239518,"19113"
0.186,4.33726376613149,5.19257032679808,88,0.167,6584.15386310969,0.00055819145967066,"19115"
0.182,4.18389997556923,5.26410138231446,110,0.166,9104.98248859017,0.00103329506314581,"19117"
0.138,3.49928887418055,4.48958201225392,0,0.155,4025.12511247902,0.00016651402880692,"19119"
0.117,3.30799753993869,4.38267230935389,105.7,0.138,6015.12339189973,0.0006558158945925,"19121"
0.146,3.93642231511132,5.08574956822548,71.1,0.159,7887.4163047271,0.00122816593886463,"19123"
0.122,3.5375517967752,4.61762506329885,45.8,0.147,6618.16022120045,0.0011983223487118,"19125"
0.185,3.87143908341292,4.80975635853731,121.5,0.159,9260.6089911871,0.00190700825533837,"19127"
0.157,3.6109159417901,4.87346506705045,113.6,0.162,9695.48986855394,0.00076045627376425,"19129"
0.158,3.79581079525124,4.95960472622504,NA,0.172,5182.94024044051,NA,"19131"
0.169,3.95297905363756,5.06108345690816,0,0.174,8366.85291156027,0.0006997900629811,"19133"
0.15,3.79579144633065,5.1028118720137,78.6,0.161,7726.6870121545,0.00039421813403416,"19135"
0.175,4.13561687861006,5.3123116613237,58,0.171,8116.53247752997,0.00116256539430343,"19137"
0.164,3.80410576521026,4.6642943062645,87.6,0.154,7717.22035991056,0.00079647676161919,"19139"
0.167,3.89854241836387,4.75830562918766,0,0.158,8489.41654215508,0.00035676061362825,"19141"
0.172,3.95912466425273,5.0790053151903,NA,0.167,8291.76055322837,0.00016236402013313,"19143"
0.177,4.0378105596899,5.08326423876234,82.4,0.164,7340.38871304035,0.00190827136934921,"19145"
0.147,3.62608970110167,4.79911195620248,NA,0.156,7822.40736143024,0.00101055468223669,"19147"
0.148,3.5197303900334,4.68300122215098,37.5,0.163,6447.19630248064,0.00159844054580897,"19149"
0.143,3.78621707266574,5.07561859240673,NA,0.152,9324.02380254046,NA,"19151"
0.17,3.64609170614663,4.74113510137615,230.7,0.158,7653.27355930949,0.00308145011311398,"19153"
0.17,3.90158555909879,5.40230081955507,174.6,0.165,9293.29225169136,0.00223998971105204,"19155"
0.159,3.78597064014179,5.09791849571905,112.4,0.163,6567.75116472067,0.00139890239965565,"19157"
0.159,3.72101965040065,4.99735894317749,NA,0.164,8711.32461518683,NA,"19159"
0.139,3.66304956491879,4.95521651232818,NA,0.16,6910.34641781843,0.00071780147662018,"19161"
0.151,3.96914617455685,5.14886554860193,160.2,0.15,7235.50108696392,0.00165929838663375,"19163"
0.155,3.51395103987133,4.91187484799085,50.9,0.16,6814.49183527161,0.00127442650807137,"19165"
0.147,3.21902678697822,4.29035630956579,40.9,0.147,3914.0960654773,0.00142088986710501,"19167"
0.134,3.59775815467098,4.84675088871732,76.8,0.145,4947.22552380455,0.00232226154093614,"19169"
0.179,4.27061816283446,5.15755165034774,85.3,0.165,7872.01959198027,0.000355724195174,"19171"
0.166,3.87464459990328,4.91887510826089,NA,0.161,8565.12235424027,0.00017041581458759,"19173"
0.17,3.92127065478521,5.18504262981105,78.9,0.17,8895.71642234023,0.00249625561657514,"19175"
0.181,4.24253714330624,5.23082230985385,NA,0.171,7794.72636063098,0.00055225735192599,"19177"
0.198,4.23869270544038,5.00811114626659,102.7,0.17,9638.21487790226,0.00187202178352621,"19179"
0.153,3.51540822162959,4.94526456068757,48.6,0.159,6397.61795855613,0.00024343657540916,"19181"
0.145,3.64308931603745,4.82708839384627,75,0.155,6075.88820304965,0.00071139566937886,"19183"
0.199,3.93360243287571,5.02790700342464,0,0.183,8501.92627523892,NA,"19185"
0.141,3.6735569729094,4.88928668766865,45,0.149,10249.4564321045,0.00293428809863515,"19187"
0.128,3.57795656461638,4.74281831420743,77.7,0.142,5991.36743543822,9.38438438438438e-05,"19189"
0.118,3.34243533436391,4.56314677616581,NA,0.145,4479.83129597015,0.00246330182988136,"19191"
0.191,4.20284559906747,5.32087860963175,159,0.164,9159.06710803111,0.00244301987557643,"19193"
0.144,3.80815762572265,4.97190428566436,NA,0.15,6737.44600271565,NA,"19195"
0.18,4.08712874396442,5.06160819588183,76.2,0.165,6879.022702907,0.00101681658193195,"19197"
0.18,4.21672319166798,5.55578876749407,131.8,0.193,10475.43395975,0.00152439024390244,"20001"
0.179,4.31656464497392,5.50865499699507,124.3,0.189,8286.54848407487,0.00051427102082797,"20003"
0.172,3.90902903002997,5.46511562833804,58.4,0.179,9704.92840150772,0.00184740439682246,"20005"
0.173,4.11624149327672,5.228778680957,NA,0.183,10121.4718549389,0.00024330900243309,"20007"
0.168,4.08095187153261,5.24923118025516,86.2,0.172,10780.2026141779,0.00249841370558376,"20009"
0.193,4.14990916220054,5.49045852605909,109.9,0.195,11704.5631877589,0.00076799553166236,"20011"
0.158,4.02711053819053,5.3924445811721,117,0.177,11703.0026959393,0.00349021681649921,"20013"
0.143,3.48767879638899,5.31915458827258,89.6,0.167,8909.01328136945,0.00125204377734243,"20015"
0.166,3.93790069415173,5.15470184205131,NA,0.173,7701.22227571415,NA,"20017"
0.192,4.41741033734141,5.60093066399015,NA,0.195,12108.6469344532,0.00029455081001472,"20019"
0.185,4.32928461409514,5.5191981715089,68.5,0.187,12089.5085463044,0.00162049137480397,"20021"
0.177,4.06238045207079,5.23953843743644,NA,0.184,9105.13001451432,0.00037979491074819,"20023"
0.151,3.69643699818752,4.96359663322152,NA,0.17,13837.6824437477,NA,"20025"
0.176,3.83346936893022,5.55158922077651,NA,0.184,6000.91038219972,0.00099046675745945,"20027"
0.167,3.99212237702645,5.5078991076668,120.6,0.18,10251.6330033554,0.00190412186379928,"20029"
0.192,3.9768138557087,5.42351659348857,NA,0.194,7565.79286128522,0.00143919405133125,"20031"
0.142,3.67037930750097,5.13740494890254,NA,0.167,10220.7240119601,NA,"20033"
0.182,4.11752316612908,5.43866090531783,118,0.185,10886.9437418963,0.00159438775510204,"20035"
0.167,4.00296227735994,5.34592866091745,87.9,0.178,11702.7084722936,0.00237790846330862,"20037"
0.167,3.70583801040683,5.28673865722578,NA,0.179,10238.5776559712,0.00036350418029807,"20039"
0.147,3.7046047773647,5.3014113283172,70.8,0.171,11197.2767759972,0.00059591527168319,"20041"
0.167,3.83932857241804,5.2851599586562,94.2,0.189,6807.24259614314,0.00013385089010841,"20043"
0.148,3.65695842973229,5.45822276324365,86.3,0.176,6185.11456572774,0.00327572195739048,"20045"
0.171,4.08414285646084,5.32593457166254,NA,0.171,25238.3965411124,NA,"20047"
0.204,4.4704206033824,5.65406923065096,0,0.197,10719.6940349663,NA,"20049"
0.14,3.56990877945208,5.0718207418349,76.5,0.161,6166.05359199407,0.00316081972907259,"20051"
0.179,3.90047714670835,4.95303328348136,250.4,0.165,8283.5842988724,0.00031565656565656,"20053"
0.229,4.22514721345403,4.90656150959668,117.4,0.178,9166.92858771697,0.00123336919726035,"20055"
0.241,4.21433640649279,4.91511058765719,131.1,0.175,8380.65277806268,0.00111244474369859,"20057"
0.139,3.66354851633574,5.16879161170381,86.7,0.165,9277.18692806906,0.00207804202262757,"20059"
0.193,4.19395143620405,5.34904104672324,206.5,0.178,12126.5816479557,0.0036734012355986,"20061"
