"GEOID","county","state_abbrev","pop","med_house_income","pct_white","pct_black","pct_native","pct_asian","pct_island","pct_other","pct_hisp_latino","pct_male","pct_female","pct_under_18","pct_18_64","pct_65_plus","pct_no_school","pct_mid_school","pct_high_school","pct_ged","pct_associates","pct_bachelors","pct_masters","pct_doctorate","pct_drove_alone","pct_public_transp","pct_internet_sub","pct_internet_wo_sub","pct_no_internet"
"01021","Chilton","AL",45140,62471,0.791182986264953,0.0942401417811254,0.000376606114311032,0.00507310589277802,0.000332299512627382,0.00704474966770049,0.0811696942844484,0.488435976960567,0.511564023039433,0.237151085511741,0.594373061586176,0.168475852902082,0.0318207063282041,0.0129373713613643,0.351824626743768,0.0642948152504165,0.0750432879218531,0.0818060047698389,0.0506713711653435,0.0034957038779444,0.823256316130425,0,0.813832614730376,0.0139979918492706,0.172169393420353
"01023","Choctaw","AL",12669,43299,0.565316915305075,0.399005446365143,0.00221011918857053,0.0011839924224485,0,0,0.0112873944273423,0.472018312416134,0.527981687583866,0.199384323940327,0.567763832978136,0.232851843081538,0.0177861246133451,0.0286124613345117,0.330203269995581,0.0520326999558109,0.0966637207247017,0.096442775077331,0.0312638091029607,0.00110472823685373,0.874375283961836,0,0.695103289977047,0.0453328232593726,0.259563886763581
"01025","Clarke","AL",23058,47549,0.512143290831815,0.454462659380692,0.000650533437418683,0.0039032006245121,0,0.00633185879087518,0.0145285801023506,0.478445658773528,0.521554341226472,0.220097146326655,0.576069043282158,0.203833810391187,0.0258507649078988,0.0105526069310022,0.365906962222916,0.044270995941305,0.0698095535435529,0.0840462066812363,0.0440212300967843,0.00256009990633781,0.904600987782688,0.00181959968806862,0.71018563751832,0.0544699560332193,0.235344406448461
"01027","Clay","AL",14209,48074,0.801252727144767,0.125976493771553,0,0.00253360546132733,0,0.000844535153775776,0.0307551551833345,0.487789429234992,0.512210570765008,0.204799774790626,0.586951931874164,0.20824829333521,0.0121356808912762,0.0188998308962499,0.314433502437083,0.0596836765144733,0.118173679498657,0.0921118074206704,0.0277529095792301,0,0.833655332302937,0.00251159196290572,0.750957155879672,0.0156791248860529,0.233363719234275
"01029","Cleburne","AL",15144,51553,0.922081352350766,0.0271394611727417,0.0014527205493925,0.000990491283676704,0,0.00184891706286318,0.0264791336502905,0.499537770734284,0.500462229265716,0.227548864236661,0.576069730586371,0.196381405176968,0.00545625587958608,0.0309501411100659,0.311947318908749,0.0779868297271872,0.0758231420507996,0.110253998118532,0.0447789275634995,0.00310442144873001,0.851779009476131,0.00268192383336313,0.739628536712376,0.0178788404790835,0.24249262280854
"01031","Coffee","AL",53559,62199,0.688493063724117,0.160533243712541,0.00517186653970388,0.0105117720644523,0.000149367986706249,0.00132564088201796,0.0840194925222652,0.497134001755074,0.502865998244926,0.236561548946022,0.592318751283631,0.171119699770347,0.0180271364481891,0.00998468103731262,0.23522814312288,0.0542181857971332,0.130785643943539,0.130922420396105,0.066309224203961,0.00894517999781158,0.856058935109621,0.000441131060037937,0.852035554682512,0.0248489908166773,0.12311545450081
"01033","Colbert","AL",57270,56149,0.776759210756068,0.16013619696176,0.00296839532041208,0.0037366858739305,0.000925440894010826,0.00136196961760084,0.0320761306093941,0.487358128164833,0.512641871835167,0.209132180897503,0.59088528025144,0.199982538851056,0.0126851965225909,0.0113138239255541,0.309366964613689,0.0569854291661565,0.0844128811068936,0.112109709807763,0.0445940982000735,0.0100404065140198,0.853740821591586,0.000873189124826354,0.761927275853176,0.0366199604573197,0.201452763689504
"01035","Conecuh","AL",11576,39888,0.496803731859019,0.479699378023497,0.00285072563925363,0.00310988251554941,0,0.00103662750518314,0.00691085003455425,0.487128541810643,0.512871458189357,0.204561161022806,0.560988251554941,0.234450587422253,0.00858983536148891,0.00847053209257934,0.436649964209019,0.0460510617990933,0.0808876163206872,0.0765926986399427,0.0376998329754235,0.014077785731329,0.875818777292576,0,0.669660902762183,0.0092072759937121,0.321131821244105
"01037","Coosa","AL",10329,52279,0.642075709168361,0.302062155097299,0.000871333139703747,0,0,0.00551844321812373,0.0274954012973182,0.513699293252009,0.486300706747991,0.16051892729209,0.595217349210959,0.24426372349695,0.0116784693750776,0.0216175922474842,0.337060504410486,0.0771524412970555,0.093055037892906,0.071810162753137,0.0242266120014909,0.00273325878991179,0.786289275512854,0,0.784696174043511,0.0217554388597149,0.193548387096774
"01039","Covington","AL",37542,48772,0.824623088807203,0.122689254701401,0.00269032017473763,0.00580682968408716,0,0.00226413084012573,0.0199509882265196,0.485935751957807,0.514064248042193,0.219141228490757,0.563369026690107,0.217489744819136,0.0142549249442281,0.010814080992173,0.304117669300866,0.0586077816009377,0.118198661473891,0.0977426551215639,0.0483986841607744,0.00510454872008167,0.87459807073955,0.000401929260450161,0.78272509511061,0.0140200084542765,0.203254896435113
"01041","Crenshaw","AL",13205,48557,0.698674744414994,0.229155622870125,0.000757288905717531,0.01166224914805,0.000454373343430519,0,0.0253691783415373,0.488527073078379,0.511472926921621,0.228701249526694,0.573570617190458,0.197728133282847,0.0277656318320944,0.0144293834717971,0.378115435067774,0.0465675557498907,0.079798863139484,0.119370354175776,0.0442719720157411,0.00163970266724967,0.785686427457098,0.00487519500780031,0.654060756354619,0.0502169869807812,0.2957222566646
"01043","Cullman","AL",88284,58119,0.908092066512618,0.0108626704725658,0.00275248063069186,0.00314892845815776,0.000305831181187984,0.000951474785918173,0.0459426396629061,0.496352679987314,0.503647320012686,0.222826333197408,0.58934801323003,0.187825653572561,0.0103055916775033,0.0137678803641092,0.250601430429129,0.0630689206762029,0.113979193758127,0.121310143042913,0.0504713914174252,0.00320221066319896,0.851982105453699,0.000517183419099584,0.846741359327172,0.014621534072335,0.138637106600493
"01045","Dale","AL",49455,52813,0.673056313820645,0.203963198867657,0.00440804772014963,0.0123546658578506,0.00024264482863209,0.00390253766049944,0.0701041350722879,0.494611262764129,0.505388737235871,0.230573248407643,0.594358507734304,0.175068243858053,0.0159111823552112,0.0113990560156737,0.241992459999406,0.0713034701813756,0.101047881972274,0.129426781844628,0.0490990589841779,0.00480897675661234,0.832819060144671,0.00182103293034549,0.828041237113402,0.0387628865979381,0.13319587628866
"01047","Dallas","AL",38326,37180,0.270443041277462,0.686505244481553,0.00542712518916662,0.00626206752596149,0,0.000287011428273235,0.011219537650681,0.466915409904503,0.533084590095497,0.2358190262485,0.570056880446694,0.194124093304806,0.013431342364532,0.00742764778325123,0.349676724137931,0.046875,0.105911330049261,0.101331588669951,0.0476831896551724,0.00438731527093596,0.864478709859952,0.00530485217145282,0.760726631871484,0.0216227208025486,0.217650647325968
"01049","DeKalb","AL",71680,47920,0.791085379464286,0.01455078125,0.00493861607142857,0.000920758928571429,0.000460379464285714,0.00549665178571429,0.153752790178571,0.50009765625,0.49990234375,0.239202008928571,0.588169642857143,0.172628348214286,0.0414797974578898,0.021804278185388,0.256091763976439,0.0616720057869174,0.111542833522786,0.0825875787950811,0.0464606799627984,0.00345148289759223,0.821327170683394,0.00102344007923407,0.829272090307513,0.0216815881666018,0.149046321525886
"01051","Elmore","AL",87694,73258,0.724485141514813,0.207813533423039,0.00239469062877734,0.00686477980249504,0,0.000342098661253906,0.0312336077724816,0.487410769265856,0.512589230734144,0.21738089264944,0.624877414646384,0.157741692704176,0.0101562755954526,0.0109098057202765,0.276889558693444,0.0612161320971071,0.0988598761589621,0.157864561150608,0.0630016708711463,0.00976312944337057,0.859924881662894,0.00110619469026549,0.883078548347005,0.0141996022868506,0.102721849366145
"01053","Escambia","AL",36755,41153,0.601741259692559,0.302407835668617,0.0304176302543872,0.00244864644266086,0,0.0017140525098626,0.0255747517344579,0.502679907495579,0.497320092504421,0.226771867773092,0.587403074411645,0.185825057815263,0.00867994187188249,0.0239582105965987,0.373630258041711,0.0699108440359766,0.0847963552099289,0.0851498370056164,0.0326774282235576,0.0022779937944307,0.914945417419304,0.00298437131862091,0.714176009829519,0.0120565197358317,0.273767470434649
"01055","Etowah","AL",103348,52177,0.770677710260479,0.150046445020707,0.00122885783953245,0.00718930216356388,1.9352091961141e-05,0.00382203816232535,0.044132445717382,0.485098889189921,0.514901110810079,0.214459883113365,0.591225761504819,0.194314355381817,0.0130234477068005,0.0127208966513099,0.260207660042632,0.0740287423502716,0.108010726810149,0.107818194320292,0.0470054321666781,0.00669738018290587,0.880658812764497,0.00114377216058561,0.835554638962646,0.0278415096285221,0.136603851408832
"01057","Fayette","AL",16297,45650,0.838559244032644,0.127262686383997,0.00147266368043198,0.00220899552064797,0.00245443946738664,0.00171810762717064,0.00374302018776462,0.490703810517273,0.509296189482727,0.210836350248512,0.576793274835859,0.212370374915629,0.0236261813090655,0.0254637731886594,0.299702485124256,0.0985299264963248,0.078316415820791,0.0825166258312916,0.0248512425621281,0.00428771438571929,0.878768441308531,0,0.734331759726518,0.0273482012046231,0.238320039068859
"01059","Franklin","AL",32011,47359,0.752491331104933,0.0424853956452469,0.00178063790571991,0.00109337415263503,0.000437349661054013,0.00228046608978164,0.184061728780732,0.502046171628503,0.497953828371497,0.247414951110556,0.582049920339883,0.170535128549561,0.0170483818088146,0.0105849843098684,0.353660250105381,0.0477729380356892,0.0705353379232823,0.103227015128097,0.0363917380918927,0.00224813826050302,0.826456763411177,0.000298440647616205,0.621852477978468,0.0445769196547736,0.333570602366759
"01061","Geneva","AL",26647,47608,0.808158516906218,0.0892032874244755,0.00228918827635381,0.00536645776259992,0.000225166059969227,0.0188764213607536,0.0444702968439224,0.489248320636469,0.510751679363531,0.218936465643412,0.577888692911022,0.203174841445566,0.0148561795385102,0.0196501949215046,0.293910020018965,0.0727531345485196,0.110262353808872,0.097039300389843,0.0391423453798335,0.00184385207038247,0.87861108497224,0,0.745741507073429,0.0415744394187277,0.212684053507843
"01063","Greene","AL",7706,32796,0.171424863742538,0.818193615364651,0.000908383078120945,0,0,0,0.00311445626784324,0.48105372437062,0.51894627562938,0.220088242927589,0.543213080716325,0.236698676356086,0.0104606349788952,0.00183519911910442,0.33180400073408,0.0394567810607451,0.076344283354744,0.106258028996146,0.044411818682327,0.00275279867865663,0.76221198156682,0,0.563022284122563,0.0550139275766017,0.381963788300836
"01065","Hale","AL",14742,35851,0.384140550807217,0.567969067969068,0.00284900284900285,0.000610500610500611,0,0,0.00169583502916836,0.476190476190476,0.523809523809524,0.234296567629901,0.568783068783069,0.19692036358703,0.0168336673346693,0.0207414829659319,0.328156312625251,0.0493987975951904,0.0892785571142285,0.10811623246493,0.0411823647294589,0.0125250501002004,0.869354236655468,0.00373273609555804,0.706089209698316,0.0210993892282066,0.272811401073478
"01067","Henry","AL",17282,58395,0.695058442309918,0.25135979631987,0.00347182039115843,0.00555491262585349,0.000462909385487791,0,0.0271380627242217,0.480442078463141,0.519557921536859,0.20350653859507,0.567758361300775,0.228735100104155,0.0146485152456015,0.019982485470902,0.260249980097126,0.0678289945068068,0.0910755513096091,0.139957009792214,0.060425125388106,0.00358251731550036,0.876712328767123,0.00153760134190663,0.792102901585402,0.0166018546215974,0.191295243793
"01069","Houston","AL",107040,55064,0.648542600896861,0.271169656203288,0.0023168908819133,0.00911808669656203,0.00015881913303438,0.00426943198804185,0.0359118086696562,0.481735799701046,0.518264200298954,0.228606128550075,0.589686098654709,0.181707772795217,0.0121633127458003,0.0101901531225927,0.26190315300096,0.0580595461732867,0.0970497209195464,0.143473031232684,0.0583974159717811,0.00713581014420283,0.857926990565206,0.000749492990036152,0.828563175504899,0.0246010158149387,0.146835808680163
"01071","Jackson","AL",52618,46748,0.887509977574214,0.0324603747766924,0.00754494659622182,0.00404804439545403,0.00032308335550572,0.0011212892926375,0.0320232620015964,0.491903911209092,0.508096088790908,0.20624121023224,0.588182751149797,0.205576038617963,0.022473098379293,0.0135896147846548,0.301377468735954,0.0725748882954816,0.092509848504878,0.102424450731037,0.0487269650741612,0.00470613119001666,0.85221994706088,0.000998851320980872,0.834397677793904,0.0301402999516207,0.135462022254475
"01073","Jefferson","AL",672265,63595,0.489317456657717,0.426056688954505,0.000847879928302083,0.0173889760734234,0.000238001383383041,0.00433311268621749,0.041575866659725,0.475575851784639,0.524424148215362,0.226615992205455,0.610128446371595,0.163255561422951,0.0105377096499093,0.00578163608930485,0.226104830421377,0.0348975530821543,0.0817038770199646,0.21168354070543,0.0901554744046708,0.0186853556668343,0.797251667091195,0.00649202212773739,0.870580223782328,0.0265882600811155,0.102831516136557
"01075","Lamar","AL",13885,49565,0.857039971191934,0.109974792942024,0.00352898811667267,0.00165646380986676,0,0.0026647461289161,0.00547353258912496,0.49909974792942,0.50090025207058,0.217933021245949,0.56060496939143,0.221462009362622,0.0148574893875076,0.031028906407924,0.326157267030524,0.0824742268041237,0.104204568425308,0.0612492419648272,0.0338589043864969,0.00323428340408328,0.865377250095749,0,0.705688854489164,0.0535990712074303,0.240712074303406
"01077","Lauderdale","AL",94329,56081,0.833964104358151,0.0974991784074887,0.00225805425690933,0.00608508518059133,0.000678476396442239,0.00132514921180125,0.0297151459254312,0.482280104739794,0.517719895260206,0.193535392085149,0.605285755176033,0.201178852738818,0.00808500092931045,0.0102069264605663,0.295443281085435,0.0531565578340871,0.080942940338269,0.160646800074345,0.0716963013444025,0.0133975590112137,0.831440011173705,0.000209506960286792,0.805502523733556,0.0383136752360279,0.156183801030416
"01079","Lawrence","AL",33116,54786,0.763165841285179,0.101642710472279,0.0503985988645972,0.00292909771711559,0.000513347022587269,0.000392559487860853,0.0250332165720498,0.492179007126465,0.507820992873535,0.216572049764464,0.597747312477352,0.185680637758183,0.0196354033563336,0.0281966095919584,0.343427889939518,0.068021126160661,0.0725359911406423,0.100690007666752,0.0513246443479002,0.00230002555583951,0.897376093294461,0.00138483965014577,0.701691480240081,0.0417803414139839,0.256528178345935
"01081","Lee","AL",175126,59288,0.669352352020831,0.220612587508422,0.00127907906307459,0.0429976131471055,0.000279798545047566,0.00331761131984971,0.0387149823555611,0.49502643810742,0.50497356189258,0.208564119548211,0.664898415997625,0.126537464454164,0.0119905868290314,0.00451981621904299,0.176674386462964,0.0406690075081245,0.0924414478353442,0.221386948563744,0.124789884576594,0.0326752829554369,0.805571727631954,0.00631743239727979,0.861323389497591,0.0462664579688795,0.0924101525335298
"01083","Limestone","AL",104199,80146,0.74705131527174,0.130010844633826,0.00420349523507903,0.0179656234704748,0.000585418286163975,0.000825343813280358,0.0632251749057093,0.502739949519669,0.497260050480331,0.220769873031411,0.625457058129157,0.153773068839432,0.0177508314286887,0.00869065378351376,0.226148603336664,0.0519523177357767,0.0906565207275514,0.188539285860922,0.0868654796282864,0.00904649157622456,0.841255415830075,0.00266300327591673,0.879316602716997,0.0273514466452349,0.0933319506377683
"01085","Lowndes","AL",10153,33125,0.245543189205161,0.748054762139269,0,0,0,0,0.00187136806855117,0.476903378311829,0.523096621688171,0.22032896680784,0.585935191568994,0.193735841623166,0.010092395167022,0.0181947405828003,0.37953091684435,0.0362473347547974,0.101208244491827,0.105046197583511,0.0449182658137882,0.00568585643212509,0.856946732564525,0.000549148819330038,0.615096225943514,0.105973506623344,0.278930267433142
"01087","Macon","AL",19198,41206,0.161370976143348,0.78810292738827,0.000364621314720283,0.0038024794249401,0,0.000572976351703302,0.0235962079383269,0.461766850713616,0.538233149286384,0.165590165642254,0.63214918220648,0.202260652151266,0.015993265993266,0.00925925925925926,0.256649831649832,0.0601010101010101,0.0745791245791246,0.107323232323232,0.0661616161616162,0.00698653198653199,0.767496684838662,0.00103138352733166,0.714486046837751,0.0584770719394194,0.22703688122283
"01089","Madison","AL",389781,78058,0.63457428658657,0.242731174685272,0.00435885792278228,0.0244932410763993,0.000495149840551489,0.00262711625245971,0.0528784112103976,0.492361095076466,0.507638904923534,0.214823195589318,0.631485372555358,0.153691431855324,0.00767662408110585,0.00600063597762855,0.15395521969286,0.0363629561736593,0.0762986102018294,0.267922410729317,0.144067638091319,0.0215596416079011,0.801191043104666,0.001643178975682,0.902468524588109,0.0269601238335767,0.0705713515783141
"01091","Marengo","AL",19180,42975,0.445203336809176,0.508289885297185,0.00187695516162669,0.00787278415015641,0,0,0.0282586027111575,0.474452554744526,0.525547445255474,0.226798748696559,0.574139728884254,0.199061522419187,0.0109255982149727,0.00992536739247519,0.309456028314226,0.0470108486573825,0.0964838039547588,0.127260136954682,0.0832499807647919,0.00269292913749327,0.84822273280173,0.0145965671036627,0.773546551023174,0.0140940506843746,0.212359398292452
"01093","Marion","AL",29203,49743,0.907714960791699,0.0381125226860254,0.000787590316063418,0.00291065986371263,0.000273944457761189,0,0.0270520152039174,0.496866760264356,0.503133239735644,0.210697531075574,0.579940417080437,0.209362051843989,0.0137599230214097,0.021746451768102,0.289391388020207,0.0654799133990859,0.116093336540775,0.0710127495790233,0.0379600673562665,0.00615828722636517,0.863903719120442,0.000361958193828613,0.757124705028136,0.036848792884371,0.206026502087493
"01095","Marshall","AL",97923,58272,0.790927565536187,0.0272867457083627,0.00131736160044116,0.00607620273071699,0.000796544223522564,0.00189945160993842,0.150638767194633,0.497186564954097,0.502813435045903,0.252473882540363,0.575115141488721,0.172410975970916,0.0232171705515809,0.0175398107546734,0.2535887375952,0.0654665743518732,0.108762212477883,0.145195784291099,0.0518655281175475,0.00686206631279329,0.836930455635492,0.00222678999657417,0.873921514055107,0.0197328138046201,0.106345672140273
"01097","Mobile","AL",413878,55352,0.558147570056877,0.36014477696326,0.00383929563784497,0.0200469703632471,0.000229536240148063,0.00310477966937117,0.0303591879732675,0.479953029636753,0.520046970363247,0.232498465731447,0.600650433219451,0.166851101049101,0.0108158131690654,0.00955807737933597,0.290708476853374,0.0507560707190533,0.0877234982205897,0.156523789786614,0.0637836408592622,0.00822887932882645,0.843901120701056,0.00338682874376829,0.833369881895931,0.0183954136775164,0.148234704426553
"01099","Monroe","AL",19816,39965,0.536536132418248,0.423092450545014,0.0131207105369398,0.00237182075090836,0.000656035526846992,0,0.00222042793702059,0.492430359305612,0.507569640694388,0.211344368187323,0.578673798950343,0.209981832862333,0.0142263077259794,0.0100678485445393,0.398701393448603,0.0415845918144014,0.0868169548405924,0.0782082147807689,0.0472021594805574,0.00306412781790326,0.902893890675241,0.00980707395498392,0.613592765141135,0.0701562071800493,0.316251027678816
"01101","Montgomery","AL",228132,56707,0.316264268055336,0.588852068100924,0.00068381463363316,0.0332833622639524,3.50674171093928e-05,0.00115284133747129,0.0376843231111812,0.472007434292427,0.527992565707573,0.23585029719636,0.607946276716988,0.156203426086652,0.0122489137755708,0.00989157565272514,0.210304935222726,0.0460044109295968,0.0759762813486351,0.194503506292838,0.102573922689875,0.0155373014091203,0.818916354658696,0.00351965395170423,0.8692502312725,0.0262145985889591,0.104535170138541
"01103","Morgan","AL",123102,61588,0.742839271498432,0.129047456580722,0.00220954980422739,0.00480902016214196,0.000121850173027246,0.00271319718607334,0.0880976750986986,0.495142239768647,0.504857760231353,0.228923981738721,0.591883153807412,0.179192864453868,0.0255673115441714,0.0147394961943587,0.249723118976365,0.0581921436482315,0.0896387586304404,0.158988618422603,0.0587930343803756,0.00803544077102528,0.853007297118007,0.000958207415051227,0.815973668860928,0.0392883926339472,0.144737938505125
"01105","Perry","AL",8479,32332,0.28364193890789,0.70090812595825,0.000117938436136337,0,0,0,0.00967095176317962,0.46137516216535,0.53862483783465,0.211345677556316,0.583795258874867,0.204859063568817,0.011290929619872,0.0223936770794129,0.378622506586376,0.0504328189687618,0.053443733534061,0.101053820097855,0.0361309747835905,0.011290929619872,0.844619666048237,0,0.659512195121951,0.0048780487804878,0.335609756097561
"01107","Pickens","AL",18925,45339,0.535852047556143,0.391862615587847,0.00174372523117569,0.000528401585204756,0,0.00100396301188904,0.0521532364597094,0.483434610303831,0.516565389696169,0.193025099075297,0.612945838837517,0.194029062087186,0.0308269570335491,0.0124337845791642,0.346968805179517,0.0641553855208946,0.0920394349617422,0.0904208357857563,0.0399499705709241,0.00154502648616833,0.882229861007323,0.0110596323419519,0.751800084709869,0.00903571932796838,0.239164195962163
"01109","Pike","AL",32997,42616,0.552929054156438,0.372215655968724,0.00339424796193593,0.0199412067763736,0,0,0.024214322514168,0.480134557687062,0.519865442312938,0.188501985028942,0.658241658332576,0.153256356638482,0.0118198385837022,0.00275969799531372,0.301744337412132,0.0605050768029159,0.0543608435303306,0.157458995053372,0.0881020567560531,0.0170788857068472,0.843529764582396,0.00449842555105713,0.761253751250417,0.0400133377792597,0.198732910970323
"01111","Randolph","AL",22179,49879,0.74633662473511,0.189503584471798,0.00094684160692547,0.00279543712520853,0,0.00392262951440552,0.0301636683349114,0.486360972090716,0.513639027909284,0.208620767392579,0.582487939041436,0.208891293565986,0.017548354041245,0.0124247470219034,0.27424106571026,0.0743563468681952,0.0995901114384527,0.121173306007429,0.0550147303701806,0.00512360701934162,0.843070009460738,0.0112346263008515,0.802382861725284,0.0222247680146638,0.175392370260053
"01113","Russell","AL",58849,47420,0.440500263385954,0.444697446005879,0.00149535251236215,0.00779962276334347,0.000985573246784142,0.0100256588897008,0.0586416081836565,0.477918061479379,0.522081938520621,0.240615813352818,0.610375707318731,0.149008479328451,0.0179091000300993,0.00862847396408147,0.229833450386275,0.0659927761613324,0.132763118290358,0.102538376642922,0.0453245710845791,0.00907996388080666,0.832046168208436,0.00644997029618943,0.749637712045009,0.0524251981928224,0.197937089762169
"01115","St. Clair","AL",91719,73218,0.845757149554618,0.0963704357875686,0.00316183124543442,0.00406676915361048,0.000665074848177586,0.00337988857270576,0.0253491642952932,0.49804293548774,0.50195706451226,0.222996325734035,0.603048441435253,0.173955232830711,0.013700540892395,0.0158548114625792,0.291059002216264,0.0641011732250515,0.0922151790834276,0.133409791857167,0.0499046851510314,0.00367310881391132,0.850322018304198,0.000798992784853034,0.896300017731544,0.0153968910692121,0.0883030911992435
"01117","Shelby","AL",223916,90618,0.758851533610818,0.129829936226085,0.00147823290876936,0.0200209006949034,9.82511298879937e-05,0.00500187570338877,0.058928348130549,0.487798996052091,0.512201003947909,0.228045338430483,0.610371746547813,0.161582915021705,0.00733509063100003,0.00323472940870188,0.174870643366201,0.0266393309251847,0.0791760226496144,0.298174362979596,0.114810114224348,0.0172866022324189,0.790107473486326,0.00064732380378108,0.928523682200153,0.0162695760122231,0.0552067417876241
"01119","Sumter","AL",12196,31726,0.251639881928501,0.722613971794031,0.000819940964250574,0.00336175795342735,0,0,0.00696949819612988,0.458019022630371,0.541980977369629,0.188832404066907,0.625122991144638,0.186044604788455,0.00571117759042698,0.0140059831384281,0.301740549360892,0.0203970628229535,0.0709817786238782,0.122518357356541,0.0739733478379113,0.0130541202066902,0.822292069632495,0.00435203094777563,0.699041267194664,0.0358482701125469,0.265110462692789
