"fips","year","CDCW_crude_death_rate"
19073,2014,1369.6
19073,2015,1362.6
19073,2016,1531.5
19073,2017,1336.2
19075,2009,1012.3
19075,2010,1236.6
19075,2011,947.1
19075,2012,1028.3
19075,2013,942
19075,2014,1147.5
19075,2015,989.1
19075,2016,1169.5
19075,2017,1208.1
19077,2009,1078.7
19077,2010,1177.7
19077,2011,1064.1
19077,2012,1011.4
19077,2013,1066.7
19077,2014,1333.7
19077,2015,1273.9
19077,2016,912.9
19077,2017,1359
19079,2009,1067.4
19079,2010,963.4
19079,2011,1094.1
19079,2012,1094.9
19079,2013,1182.1
19079,2014,1144.4
19079,2015,1073.1
19079,2016,1114.4
19079,2017,1223.9
19081,2009,1116.9
19081,2010,1058.1
19081,2011,1063.2
19081,2012,1203.5
19081,2013,1198.8
19081,2014,1088.2
19081,2015,1102.6
19081,2016,1089.1
19081,2017,1114.1
19083,2009,1277.4
19083,2010,1357.4
19083,2011,1193.6
19083,2012,1288.9
19083,2013,1272.9
19083,2014,1242
19083,2015,1341.6
19083,2016,1213.3
19083,2017,1343.3
19085,2009,1242.3
19085,2010,1333.1
19085,2011,1227.4
19085,2012,1223.5
19085,2013,1205.7
19085,2014,1200.8
19085,2015,1451.1
19085,2016,1208.6
19085,2017,1146
19087,2009,935.6
19087,2010,1087.1
19087,2011,1148.7
19087,2012,973.5
19087,2013,1087.9
19087,2014,1058.5
19087,2015,1077.7
19087,2016,1087.3
19087,2017,1122.7
19089,2009,1348.2
19089,2010,1149.9
19089,2011,1160.5
19089,2012,1035.2
19089,2013,1270.2
19089,2014,1153.6
19089,2015,1137.1
19089,2016,1103.7
19089,2017,1267.9
19091,2009,1168.3
19091,2010,1100.4
19091,2011,1224.2
19091,2012,1243.7
19091,2013,1207.7
19091,2014,1338.2
19091,2015,1130.3
19091,2016,1180.6
19091,2017,1296.5
19093,2009,1551.5
19093,2010,1368.3
19093,2011,1467.7
19093,2012,1364.7
19093,2013,1176.3
19093,2014,1164.4
19093,2015,1209.4
19093,2016,1474.6
19093,2017,1602.3
19095,2009,1145.9
19095,2010,886.6
19095,2011,998.8
19095,2012,1087.2
19095,2013,1188
19095,2014,1038.2
19095,2015,1182.9
19095,2016,1066.8
19095,2017,1136.4
19097,2009,1118.9
19097,2010,1012.7
19097,2011,1187.1
19097,2012,1182
19097,2013,1153.8
19097,2014,1160
19097,2015,1203.5
19097,2016,960.4
19097,2017,1234.1
19099,2009,954.5
19099,2010,985.3
19099,2011,979.6
19099,2012,980.8
19099,2013,996.2
19099,2014,989.9
19099,2015,1067.2
19099,2016,988.9
19099,2017,1144.3
19101,2009,1001.1
19101,2010,855
19101,2011,981.3
19101,2012,889.3
19101,2013,910.2
19101,2014,854.3
19101,2015,882.9
19101,2016,939.7
19101,2017,1042.2
19103,2009,478.2
19103,2010,453.8
19103,2011,436.7
19103,2012,485.6
19103,2013,505.9
19103,2014,471.6
19103,2015,481.8
19103,2016,536.3
19103,2017,456.4
19105,2009,1001.8
19105,2010,915.8
19105,2011,941.4
19105,2012,1022.3
19105,2013,1077.1
19105,2014,1036.5
19105,2015,1040.8
19105,2016,924.7
19105,2017,905.7
19107,2009,1004.5
19107,2010,989.4
19107,2011,886.5
19107,2012,1156.7
19107,2013,1268.3
19107,2014,1153.4
19107,2015,1082.4
19107,2016,1205.7
19107,2017,1310
19109,2009,991.7
19109,2010,1158.1
19109,2011,1188.6
19109,2012,1199
19109,2013,1279.3
19109,2014,1195.6
19109,2015,1358.4
19109,2016,1151.3
19109,2017,1200.1
19111,2009,1165.8
19111,2010,1132.1
19111,2011,1299.8
19111,2012,1162.4
19111,2013,1263.9
19111,2014,1261.1
19111,2015,1265.4
19111,2016,1262.5
19111,2017,1268.4
19113,2009,756.4
19113,2010,746.1
19113,2011,757.5
19113,2012,778
19113,2013,764
19113,2014,785.3
19113,2015,792.6
19113,2016,814.8
19113,2017,804.9
19115,2009,928.5
19115,2010,930.9
19115,2011,897.2
19115,2012,877.8
19115,2013,957.3
19115,2014,958.7
19115,2015,992.4
19115,2016,978.3
19115,2017,1046.1
19117,2009,1005.8
19117,2010,1326.1
19117,2011,1164.2
19117,2012,1278.5
19117,2013,1292
19117,2014,1275.7
19117,2015,1393.7
19117,2016,1283.7
19117,2017,1347.6
19119,2009,1055.6
19119,2010,1036.2
19119,2011,1088.3
19119,2012,816.5
19119,2013,1041.7
19119,2014,881.6
19119,2015,987.7
19119,2016,825.3
19119,2017,1034.6
19121,2009,973.6
19121,2010,969.4
19121,2011,842.9
19121,2012,919.9
19121,2013,971
19121,2014,845.7
19121,2015,1009.3
19121,2016,990.7
19121,2017,886.8
19123,2009,997.1
19123,2010,907
19123,2011,1020.9
19123,2012,1033.7
19123,2013,1021.5
19123,2014,1063.9
19123,2015,940.7
19123,2016,1140.6
19123,2017,1137.8
19125,2009,950.2
19125,2010,912.7
19125,2011,1010.9
19125,2012,960.5
19125,2013,1016.5
19125,2014,1037
19125,2015,1009.2
19125,2016,1006.4
19125,2017,1081.4
19127,2009,1184.2
19127,2010,1102.1
19127,2011,1198.1
19127,2012,1128.3
19127,2013,1153.8
19127,2014,1172.1
19127,2015,1207.5
19127,2016,1170.9
19127,2017,1161.6
19129,2009,936.5
19129,2010,1062.5
19129,2011,987.2
19129,2012,1105.3
19129,2013,825.7
19129,2014,896.8
19129,2015,869
19129,2016,781.5
19129,2017,949
19131,2009,1161.4
19131,2010,1150.7
19131,2011,1233.4
19131,2012,1333.3
19131,2013,1120.6
19131,2014,1233.9
19131,2015,1209.4
19131,2016,1161.4
19131,2017,1458
19133,2009,1751.9
19133,2010,1568.8
19133,2011,1537
19133,2012,1644
19133,2013,1820
19133,2014,1734.1
19133,2015,1637.2
19133,2016,1607.1
19133,2017,1590.4
19135,2009,1198.9
19135,2010,1204.5
19135,2011,1402.7
19135,2012,1066.6
19135,2013,1447.8
19135,2014,1499.8
19135,2015,1266.8
19135,2016,1486.7
19135,2017,1453.2
19137,2009,1388.5
19137,2010,1396.6
19137,2011,1400.4
19137,2012,1306.1
19137,2013,1496.5
19137,2014,1554.6
19137,2015,1514.6
19137,2016,1222.5
19137,2017,1519.2
19139,2009,769
19139,2010,858.6
19139,2011,906.2
19139,2012,998.2
19139,2013,922.1
19139,2014,920.7
19139,2015,948.6
19139,2016,973.5
19139,2017,960.8
19141,2009,1360
19141,2010,1326.6
19141,2011,1351.2
19141,2012,1284.2
19141,2013,1203.4
19141,2014,1401.5
19141,2015,1487.4
19141,2016,1419.4
19141,2017,1398.4
19143,2009,1259.8
19143,2010,1222.5
19143,2011,1054
19143,2012,1194.9
19143,2013,966
19143,2014,1141.8
19143,2015,1235
19143,2016,1418.2
19143,2017,1058.7
19145,2009,1366.1
19145,2010,1255.3
19145,2011,1301.1
19145,2012,1470.1
19145,2013,1221.9
19145,2014,1348.7
19145,2015,1320.3
19145,2016,1383.9
19145,2017,1287.4
19147,2009,1198.7
19147,2010,1273.8
19147,2011,1475.7
19147,2012,1347.7
19147,2013,1524.2
19147,2014,1417.7
19147,2015,1401.5
19147,2016,1282.2
19147,2017,1517.8
19149,2009,851.3
19149,2010,928.5
19149,2011,935.9
19149,2012,963.6
19149,2013,997.7
19149,2014,1041.2
19149,2015,891.1
19149,2016,956.3
19149,2017,1086.4
19151,2009,1190
19151,2010,1409
19151,2011,1211.7
19151,2012,1538.5
19151,2013,1300
19151,2014,1218.8
19151,2015,1426.9
19151,2016,1452.2
19151,2017,1416.9
19153,2009,700.4
19153,2010,700.8
19153,2011,714.7
19153,2012,700.2
19153,2013,730.8
19153,2014,723.3
19153,2015,731.6
19153,2016,736
19153,2017,776
19155,2009,982.7
19155,2010,896.3
19155,2011,936.7
19155,2012,928.8
19155,2013,944.7
19155,2014,1015.8
19155,2015,1013.1
19155,2016,1002.3
19155,2017,1023.7
19157,2009,1139.4
19157,2010,1110.3
19157,2011,1292.3
19157,2012,1216.9
19157,2013,1290.3
19157,2014,1135.6
19157,2015,1207.5
19157,2016,1154.7
19157,2017,1217.6
19159,2009,1094
19159,2010,1559.2
19159,2011,1934
19159,2012,1334.4
19159,2013,1340.7
19159,2014,1405.7
19159,2015,1618
19159,2016,1657.5
19159,2017,1549.5
19161,2009,1266.7
19161,2010,1111.1
19161,2011,1376.8
19161,2012,1428.1
19161,2013,1439.8
19161,2014,1425
19161,2015,1427
19161,2016,1336.6
19161,2017,1487.2
19163,2009,803.3
19163,2010,852.2
19163,2011,864.2
19163,2012,842.4
19163,2013,865.7
19163,2014,834.4
19163,2015,859.8
19163,2016,879
19163,2017,922.3
19165,2009,1035.8
19165,2010,1101.3
19165,2011,1138
19165,2012,986
19165,2013,1187.2
19165,2014,1347.5
19165,2015,1467.3
19165,2016,1211.9
19165,2017,1281.4
19167,2009,735.4
19167,2010,789.2
19167,2011,725.7
19167,2012,787.9
19167,2013,738.1
19167,2014,743.9
19167,2015,715.6
19167,2016,750.8
19167,2017,734.4
19169,2009,528.6
19169,2010,543.9
19169,2011,503
19169,2012,476.2
19169,2013,556.2
19169,2014,553.8
19169,2015,525.9
19169,2016,567.5
19169,2017,576.4
19171,2009,1138.3
19171,2010,1148.2
19171,2011,1192.4
19171,2012,1151.9
19171,2013,1103.8
19171,2014,1266.4
19171,2015,1234.4
19171,2016,1131.7
19171,2017,1166.6
19173,2009,1243.1
19173,2010,1440.6
19173,2011,1205.4
19173,2012,1111.5
19173,2013,1493.3
19173,2014,1416.2
19173,2015,1192.6
19173,2016,1142.2
19173,2017,1570.1
19175,2009,1045.7
19175,2010,1140.9
19175,2011,1044.2
19175,2012,1159.3
19175,2013,1192.1
19175,2014,1286.4
19175,2015,1186.9
19175,2016,1215.8
19175,2017,1116.5
19177,2009,1363.4
19177,2010,1241.7
19177,2011,1158.5
19177,2012,1141.1
19177,2013,1183.4
19177,2014,1325.7
19177,2015,1171
19177,2016,1347.8
19177,2017,1271.5
19179,2009,1110.5
19179,2010,1145.3
19179,2011,1120.8
19179,2012,1165
19179,2013,1150
19179,2014,1260.9
19179,2015,1174.2
19179,2016,1120.6
19179,2017,1144.3
19181,2009,814.4
19181,2010,811.2
19181,2011,804.6
19181,2012,786.9
19181,2013,842.9
19181,2014,756.9
19181,2015,802
19181,2016,847.2
19181,2017,897.1
19183,2009,1041.9
19183,2010,1151.9
19183,2011,1130.2
19183,2012,1040.4
19183,2013,1040.2
19183,2014,1082.9
19183,2015,1128.2
19183,2016,1086.1
19183,2017,1180.4
19185,2009,1532.9
19185,2010,1280.6
19185,2011,1505.8
19185,2012,1686.6
19185,2013,1030.9
19185,2014,1282.3
19185,2015,1550.5
19185,2016,1208.9
19185,2017,1266.2
19187,2009,1171.8
19187,2010,1125.9
19187,2011,1269.3
19187,2012,1293.2
19187,2013,1225.6
19187,2014,1150
19187,2015,1178.8
19187,2016,1183.1
19187,2017,1202
19189,2009,1154.2
19189,2010,1113.6
19189,2011,1232.7
19189,2012,1273.6
19189,2013,1146.5
19189,2014,1212.2
19189,2015,1225.4
19189,2016,1204
19189,2017,1086.2
19191,2009,841.9
19191,2010,750.4
19191,2011,903.7
19191,2012,797.7
19191,2013,905
19191,2014,1011.2
19191,2015,917.5
19191,2016,977.6
19191,2017,985.1
19193,2009,912.6
19193,2010,882.8
19193,2011,877
19193,2012,910.8
19193,2013,914.5
19193,2014,886.9
19193,2015,981.7
19193,2016,902.9
19193,2017,968.5
19195,2009,946.1
19195,2010,1197.7
19195,2011,1153.2
19195,2012,1423.1
19195,2013,994.6
19195,2014,1114.9
19195,2015,1202.3
19195,2016,1360.3
19195,2017,897
19197,2009,1251.7
19197,2010,1360.6
19197,2011,1109.6
19197,2012,1108.5
19197,2013,1233.4
19197,2014,1230.5
19197,2015,1354.4
19197,2016,1244.2
19197,2017,1314.1
20001,2009,1305.3
20001,2010,1361.2
20001,2011,1455.3
20001,2012,1366.5
20001,2013,1523.9
20001,2014,1386.6
20001,2015,1360.4
20001,2016,1211.3
20001,2017,1326
20003,2009,1320.8
20003,2010,1172.5
20003,2011,1313.5
20003,2012,1212.6
20003,2013,1190.3
20003,2014,976.8
20003,2015,1216.7
20003,2016,1443.7
20003,2017,1506.4
20005,2009,1061
20005,2010,1122.7
20005,2011,1113.6
20005,2012,969.5
20005,2013,1015
20005,2014,1102.2
20005,2015,1189.2
20005,2016,1166.1
20005,2017,985.8
20007,2009,1249.5
20007,2010,1069.7
20007,2011,1104.7
20007,2012,1378.3
20007,2013,1253.3
20007,2014,1368.2
20007,2015,1430.6
20007,2016,1066.6
20007,2017,1548.2
20009,2009,1108
20009,2010,1069.6
20009,2011,1185.3
20009,2012,1114.1
20009,2013,941.5
20009,2014,1048
20009,2015,1092.1
20009,2016,1094.3
20009,2017,1106.7
20011,2009,1095.2
20011,2010,1173.1
20011,2011,1194.5
20011,2012,1201.6
20011,2013,1319.7
20011,2014,1299.8
20011,2015,1420.6
20011,2016,1313.5
20011,2017,1484.3
20013,2009,1393.9
20013,2010,1041.7
20013,2011,1388.6
20013,2012,1295.4
20013,2013,1360.4
20013,2014,1192.1
20013,2015,992.2
20013,2016,1218.5
20013,2017,1483.2
20015,2009,873.2
20015,2010,933.5
20015,2011,893.4
20015,2012,947.9
20015,2013,962
20015,2014,913.5
20015,2015,961.9
20015,2016,956.4
20015,2017,954
20017,2009,899.6
20017,2010,1469.5
20017,2011,1207
20017,2012,1088.1
20017,2013,1296.3
20017,2014,1523
20017,2015,1082.5
20017,2016,1686
20017,2017,1118.2
20019,2009,1435.9
20019,2010,1417.3
20019,2011,1785.7
20019,2012,1428.2
20019,2013,1689.2
20019,2014,1436.4
20019,2015,1616.7
20019,2016,1778.3
20019,2017,1516.5
20021,2009,1218.9
20021,2010,1286.9
20021,2011,1295.3
20021,2012,1286.2
20021,2013,1167.9
20021,2014,1298.9
20021,2015,1188.3
20021,2016,1220
20021,2017,1421.8
20023,2009,1895.7
20023,2010,1430.7
20023,2011,1434.9
20023,2012,1605.7
20023,2013,1150.7
20023,2014,1225.4
20023,2015,1381.1
20023,2016,1390.5
20023,2017,1118.2
20025,2009,1471.9
20025,2010,1354.4
20025,2011,1773.2
20025,2012,1375.5
20025,2013,1322.4
20025,2014,1772.4
20025,2015,1860.7
20025,2016,1447.9
20025,2017,1596.8
20027,2009,1305.9
20027,2010,1265.4
20027,2011,1213.1
20027,2012,1043.3
20027,2013,1368.1
20027,2014,1322.6
20027,2015,1329.8
20027,2016,1252.6
20027,2017,1105.8
20029,2009,1623.9
20029,2010,1384.7
20029,2011,1388.1
20029,2012,1394.1
20029,2013,1302.2
20029,2014,1406.5
20029,2015,1627.1
20029,2016,1595.6
20029,2017,1501.5
20031,2009,968.9
20031,2010,1302.2
20031,2011,1254
20031,2012,1211.5
20031,2013,1295.8
20031,2014,924.9
20031,2015,1264.3
20031,2016,1150.2
20031,2017,1155.2
20033,2009,1437.7
20033,2010,2062.4
20033,2011,1539.3
20033,2012,1202.3
20033,2013,1739.1
20033,2014,1995.9
20033,2015,2007.6
20033,2016,1557.5
20033,2017,1676
20035,2009,1154.9
20035,2010,1142.9
20035,2011,1248.9
20035,2012,1118.8
20035,2013,1196
20035,2014,1206.8
20035,2015,1288.1
20035,2016,1216.7
20035,2017,1151
20037,2009,941.8
20037,2010,1121.8
20037,2011,1096.4
20037,2012,1051.8
20037,2013,975.1
20037,2014,1074.1
20037,2015,1119.4
20037,2016,1105.6
20037,2017,1150.3
20039,2009,1476.5
20039,2010,1621.1
20039,2011,2332.8
20039,2012,2055
20039,2013,1331.1
20039,2014,1272.4
20039,2015,1432.5
20039,2016,1694.9
20039,2017,1802.4
20041,2009,1074.5
20041,2010,1184.6
20041,2011,1241.2
20041,2012,1320.7
20041,2013,1137.2
20041,2014,1134.4
20041,2015,1336.6
20041,2016,1258.9
20041,2017,1253.8
20043,2009,1011.8
20043,2010,994.3
20043,2011,1032.1
20043,2012,928.3
20043,2013,980.8
20043,2014,1003.3
20043,2015,1115.8
20043,2016,1017.7
20043,2017,1320
20045,2009,535.3
20045,2010,565.8
20045,2011,530.3
20045,2012,573.3
20045,2013,567.7
20045,2014,596.1
20045,2015,612.4
20045,2016,543.4
20045,2017,660.6
20047,2009,1462.8
20047,2010,1119.5
20047,2011,1457
20047,2012,1477
20047,2013,1018.7
20047,2014,1353.1
20047,2015,1314
20047,2016,1089.2
20047,2017,1832
20049,2009,1407
20049,2010,1665.5
20049,2011,1351.8
20049,2012,1544.1
20049,2013,1694.9
20049,2014,1373.4
20049,2015,1689.1
20049,2016,1570.5
20049,2017,2081.7
20051,2009,857.1
20051,2010,790.8
20051,2011,810.7
20051,2012,898.4
20051,2013,856.8
20051,2014,823.8
20051,2015,899.1
20051,2016,892.9
20051,2017,885.4
20053,2009,1243.8
20053,2010,1539.2
20053,2011,1249.4
20053,2012,1062.5
20053,2013,1391.1
20053,2014,1142.1
20053,2015,1623.8
20053,2016,1359
20053,2017,1548.2
20055,2009,548.2
20055,2010,516.6
20055,2011,507
20055,2012,540.3
20055,2013,590.3
20055,2014,540.6
20055,2015,614.3
20055,2016,577.3
20055,2017,590.6
20057,2009,681.6
20057,2010,785.9
20057,2011,674
20057,2012,627.3
20057,2013,706.5
20057,2014,655.3
20057,2015,692
20057,2016,709.4
20057,2017,753.3
20059,2009,935.4
20059,2010,942.6
20059,2011,898.5
20059,2012,972.7
20059,2013,990.7
20059,2014,999.6
20059,2015,1038.7
20059,2016,1162
20059,2017,1057
20061,2009,688.1
20061,2010,590.8
20061,2011,552
20061,2012,541.9
20061,2013,537.7
20061,2014,512.1
20061,2015,588.7
20061,2016,646.3
20061,2017,611.4
20063,2009,1896.6
20063,2010,964.7
20063,2011,1446.1
20063,2012,1245.9
20063,2013,1805.7
20063,2014,1503.5
20063,2015,1401.5
20063,2016,1583.6
20063,2017,1178.3
20065,2009,1388.9
20065,2010,1501.7
20065,2011,1173.8
20065,2012,1512.8
20065,2013,771.3
20065,2014,1364
20065,2015,1350.8
20065,2016,1287.1
20065,2017,1963.9
20067,2009,517.4
20067,2010,740.8
20067,2011,565
20067,2012,883.5
20067,2013,503.1
20067,2014,703.7
20067,2015,685.4
20067,2016,667
20067,2017,863.7
20069,2009,827.7
20069,2010,899.1
20069,2011,703.4
20069,2012,779.4
20069,2013,732.2
20069,2014,772.8
20069,2015,896.8
20069,2016,1126.9
20069,2017,654.6
20071,2009,NA
20071,2010,NA
20071,2011,NA
20071,2012,NA
20071,2013,NA
20071,2014,NA
20071,2015,2180.5
20071,2016,1774.7
20071,2017,2241.8
20073,2009,1189.8
20073,2010,1420.2
20073,2011,1294.4
20073,2012,1719.9
20073,2013,1478.8
20073,2014,1517.1
20073,2015,1665.6
20073,2016,1772.1
20073,2017,1894.5
20075,2009,1161.5
20075,2010,1040.9
20075,2011,1275.3
20075,2012,1212.6
20075,2013,1034.9
20075,2014,845.2
20075,2015,1253
20075,2016,NA
20075,2017,1060.6
20077,2009,1792.5
20077,2010,1673.8
20077,2011,1601.9
20077,2012,1387.2
20077,2013,1331.1
20077,2014,1375
20077,2015,1787.9
20077,2016,1477.6
20077,2017,1663.7
20079,2009,969.7
20079,2010,1150.4
20079,2011,1084.8
20079,2012,1121.9
20079,2013,1148.5
20079,2014,1191.8
20079,2015,1134.8
20079,2016,1174.3
20079,2017,1163.7
20081,2009,596.9
20081,2010,657.9
20081,2011,676.8
20081,2012,NA
20081,2013,748.6
20081,2014,633.2
20081,2015,738.2
20081,2016,723.9
20081,2017,740.2
20083,2009,1347.8
20083,2010,NA
20083,2011,NA
20083,2012,NA
20083,2013,1025.6
20083,2014,1043.8
20083,2015,1215
20083,2016,1283.4
20083,2017,1411.5
20085,2009,1024.8
20085,2010,891.4
20085,2011,1012.4
20085,2012,914.6
20085,2013,942.7
20085,2014,908.5
20085,2015,1177.1
20085,2016,940.5
20085,2017,1238.9
20087,2009,724.9
20087,2010,956.8
20087,2011,960.9
20087,2012,1002.9
20087,2013,903.6
20087,2014,965.3
20087,2015,1030.1
20087,2016,941.9
20087,2017,1110.6
20089,2009,1332.5
20089,2010,1332.5
20089,2011,1485.8
20089,2012,1313.2
20089,2013,1477.3
20089,2014,1478.8
20089,2015,1212.1
20089,2016,1206.5
20089,2017,1157.9
20091,2009,600.9
20091,2010,609.5
20091,2011,624.6
20091,2012,635.5
20091,2013,657.6
20091,2014,635.9
20091,2015,667.6
20091,2016,641.3
20091,2017,674.6
20093,2009,964.2
20093,2010,854.9
20093,2011,1229
20093,2012,1134.1
20093,2013,1274.5
20093,2014,842.9
20093,2015,910
20093,2016,893.5
20093,2017,631.3
20095,2009,1331.6
20095,2010,1030.8
20095,2011,1146.1
20095,2012,1360.8
20095,2013,1274.9
20095,2014,1480.9
20095,2015,1431
20095,2016,1901.7
20095,2017,2744.6
20097,2009,1164.7
20097,2010,900.9
20097,2011,1137.7
20097,2012,1161.9
20097,2013,1228.7
20097,2014,1273.4
20097,2015,NA
20097,2016,805.5
20097,2017,1287.7
20099,2009,1167.3
20099,2010,1157
20099,2011,1250.5
20099,2012,1315.5
20099,2013,1243.1
20099,2014,1307.3
20099,2015,1221
20099,2016,1394.1
20099,2017,1285.7
20101,2009,1405.3
20101,2010,NA
20101,2011,1944
20101,2012,1349.8
20101,2013,NA
20101,2014,1659.8
20101,2015,1736.5
20101,2016,2017.1
20101,2017,1988.5
20103,2009,693.1
20103,2010,725.5
20103,2011,732.1
20103,2012,711.4
20103,2013,718.8
20103,2014,705.6
20103,2015,772.9
20103,2016,817.9
20103,2017,746
20105,2009,1354.3
20105,2010,1203.3
20105,2011,1617.4
20105,2012,1071.2
20105,2013,985.1
20105,2014,1073.6
20105,2015,1191.6
20105,2016,1269.1
20105,2017,1150.2
20107,2009,1179
20107,2010,1118.5
20107,2011,1102.8
20107,2012,1355.8
20107,2013,1208.5
20107,2014,1105
20107,2015,1080.1
20107,2016,1224.1
20107,2017,1161.8
20109,2009,1099.3
20109,2010,1052.2
20109,2011,1221.7
20109,2012,1257.2
20109,2013,1429.6
20109,2014,1789.5
20109,2015,1238.9
20109,2016,777.1
20109,2017,1488.8
20111,2009,814.2
20111,2010,789.6
20111,2011,977.4
20111,2012,758.6
20111,2013,880.3
20111,2014,822
20111,2015,896.8
20111,2016,752
20111,2017,895.4
20113,2009,1221.7
20113,2010,1182.3
20113,2011,1279
20113,2012,1243.4
20113,2013,1281.7
20113,2014,1405.6
20113,2015,1316.5
20113,2016,1229
20113,2017,1351.5
20115,2009,1201.2
20115,2010,1113.7
20115,2011,1459.6
20115,2012,1263.5
20115,2013,1342.2
20115,2014,1392.5
20115,2015,1528.5
20115,2016,1387.1
20115,2017,1376.6
20117,2009,1205.4
20117,2010,1354.2
20117,2011,1299.4
20117,2012,1396.9
20117,2013,1209.8
20117,2014,1289.2
20117,2015,1207.7
20117,2016,1311.5
20117,2017,1457.2
20119,2009,1088.4
20119,2010,1114.8
20119,2011,1191.8
20119,2012,978.2
20119,2013,1266.4
20119,2014,964
20119,2015,1108.5
20119,2016,1257.1
20119,2017,1394.4
20121,2009,755.1
20121,2010,884.5
20121,2011,794.7
20121,2012,714.5
20121,2013,761.4
20121,2014,950.6
20121,2015,983
20121,2016,919.2
20121,2017,998.2
20123,2009,1619.9
20123,2010,1553.4
20123,2011,1223.2
20123,2012,1573.6
20123,2013,1505.2
20123,2014,1161.7
20123,2015,1321.2
20123,2016,1073.2
20123,2017,1550.3
20125,2009,1174.5
20125,2010,1288.4
20125,2011,1329.1
20125,2012,1268.2
20125,2013,1172.3
20125,2014,1238.8
20125,2015,1359.8
20125,2016,1395.6
20125,2017,1403.7
20127,2009,1309.2
20127,2010,1198.7
20127,2011,1494.6
20127,2012,1366.6
20127,2013,1184.5
20127,2014,1211
20127,2015,1576.6
20127,2016,1471.4
20127,2017,1393.2
20129,2009,1115.9
20129,2010,1113.5
20129,2011,1563.5
20129,2012,852
20129,2013,1336.3
20129,2014,1189.7
20129,2015,1330.2
20129,2016,1088.5
20129,2017,1167.9
20131,2009,1023.1
20131,2010,1316.6
20131,2011,1394.2
20131,2012,1292.9
20131,2013,1328.6
20131,2014,1281
20131,2015,1153.8
20131,2016,1152.2
20131,2017,1383.7
20133,2009,1098.5
20133,2010,1193.1
20133,2011,1337.5
20133,2012,1139.8
20133,2013,1186.9
20133,2014,1309.7
20133,2015,1162.4
20133,2016,1251.1
20133,2017,1217.6
20135,2009,1458.7
20135,2010,1190.9
20135,2011,1410.3
20135,2012,1238.6
20135,2013,1562
20135,2014,1642.5
20135,2015,1564.1
20135,2016,1451.7
20135,2017,2021.6
20137,2009,1170.2
20137,2010,1163.8
20137,2011,905.1
20137,2012,1015.7
20137,2013,1085
20137,2014,1133.1
20137,2015,1117.1
20137,2016,1456.4
20137,2017,1084.4
20139,2009,1227.2
20139,2010,994.2
20139,2011,1073.2
20139,2012,1034.6
20139,2013,1183.2
20139,2014,1223.6
20139,2015,1413.5
20139,2016,1186.6
20139,2017,1230
20141,2009,1252.2
20141,2010,1192.3
20141,2011,1637.6
20141,2012,1629
20141,2013,1702.5
20141,2014,1650.7
20141,2015,2117.8
20141,2016,1812.2
20141,2017,1772.9
20143,2009,1079.5
20143,2010,1198.5
20143,2011,1111.3
20143,2012,1103.4
20143,2013,1158.6
20143,2014,989.3
20143,2015,1288.7
20143,2016,1452.7
20143,2017,1415.7
20145,2009,1140.5
20145,2010,1032.6
20145,2011,1041.2
20145,2012,1111.4
20145,2013,1032.9
20145,2014,1359.2
20145,2015,1111.4
20145,2016,1260.6
20145,2017,1482
20147,2009,1245.6
20147,2010,1364.8
20147,2011,1692.2
20147,2012,1195.9
20147,2013,1335.7
20147,2014,1355.5
20147,2015,1289.6
20147,2016,1289.6
20147,2017,1415.3
20149,2009,801.7
20149,2010,680.4
20149,2011,620.4
20149,2012,735.4
20149,2013,784.5
20149,2014,869.1
20149,2015,828.4
20149,2016,697.4
20149,2017,744.5
20151,2009,992.9
20151,2010,1253.1
20151,2011,1322.9
20151,2012,1171.9
20151,2013,1376.8
20151,2014,1116.8
20151,2015,1227.9
20151,2016,1335.6
20151,2017,1110.3
20153,2009,1211.9
20153,2010,1349.7
20153,2011,1273.9
20153,2012,1328.1
20153,2013,1969.9
20153,2014,1431.9
20153,2015,1715.9
20153,2016,1647.7
20153,2017,1561.9
20155,2009,1077.9
20155,2010,1063.4
20155,2011,1133
20155,2012,1184.1
20155,2013,1204.2
20155,2014,1194.5
20155,2015,1162.9
20155,2016,1140.5
20155,2017,1233.4
20157,2009,1625.4
20157,2010,1706.8
20157,2011,1936
20157,2012,1893.8
20157,2013,1825.7
20157,2014,1977.9
20157,2015,1862.4
20157,2016,1723.8
20157,2017,2046.5
20159,2009,1174.5
20159,2010,1200
20159,2011,1280.3
20159,2012,1392.1
20159,2013,1308.6
20159,2014,1308
20159,2015,1212.8
20159,2016,1169.8
20159,2017,1356.1
20161,2009,471.5
20161,2010,437.3
20161,2011,454.8
20161,2012,418.5
20161,2013,415.2
20161,2014,430.9
20161,2015,451.8
20161,2016,515.4
20161,2017,497.5
20163,2009,1409.5
20163,2010,1100.2
20163,2011,1215.7
20163,2012,1263.6
20163,2013,1156.1
20163,2014,1416.1
20163,2015,1198.3
20163,2016,1300.2
20163,2017,1328.6
20165,2009,1075.9
20165,2010,1391
20165,2011,1544.2
20165,2012,1708.1
20165,2013,1443.8
20165,2014,1564
20165,2015,1725.2
20165,2016,2191
20165,2017,1869.2
20167,2009,1250
20167,2010,1520.8
20167,2011,1308.2
20167,2012,1482.9
20167,2013,1211.6
20167,2014,1308.2
20167,2015,1207.6
20167,2016,1159.1
20167,2017,1373.8
20169,2009,835.7
20169,2010,929.8
20169,2011,949.1
20169,2012,957.3
20169,2013,983.1
20169,2014,957.8
20169,2015,967.8
20169,2016,937.6
20169,2017,1120
